id,base_id,sources,names,categories,confidence,websites,socials,emails,phones,brand,addresses,base_sources,base_names,base_categories,base_confidence,base_websites,base_socials,base_emails,base_phones,base_brand,base_addresses,name_annotation_1,name_annotation_2,name_notes,phone_annotation_1,phone_annotation_2,phone_notes,website_annotation_1,website_annotation_2,website_notes,address_annotation_1,address_annotation_2,address_notes,category_annotation_1,category_annotation_2,category_notes
1125899909415294,1407374887700826,"[{""dataset"":""Microsoft"",""record_id"":""1125899909415294"",""update_time"":""2020-08-11T00:59:05.683"",""confidence"":0.77}]","{""primary"":""Bento Sushi""}","{""primary"":""sushi_restaurant"",""alternate"":[""food"",""restaurant""]}",0.77,"[""https://www.bentosushi.com/""]",,,"[""6133897900""]","{""names"":{}}","[{""freeform"":""945 Gardiners Rd"",""locality"":""Kingston"",""region"":""ON"",""country"":""CA"",""postcode"":""K7M 7H4""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374887700826"",""update_time"":""2024-11-26T23:21:14.32"",""confidence"":0.77}]","{""primary"":""Bento Sushi""}","{""primary"":""sushi_restaurant"",""alternate"":[""food"",""restaurant""]}",0.77,"[""https://www.bentosushi.com/""]",,,"[""6132239868""]","{""names"":{}}","[{""freeform"":""945 Gardiners Road"",""locality"":""Kingston"",""region"":""ON"",""country"":""CA"",""postcode"":""K7M 7H4""}]",,,,,,,,,,,,,,,
08f1e15b0b2cbc5303c99047c56c8812,4d317f5c2c76a143fe0866c7,"[{""property"":"""",""dataset"":""Microsoft"",""record_id"":""1407374888023756"",""update_time"":""2021-06-17T19:00:32.883Z"",""confidence"":0.77}]","{""primary"":""Bauhaus Wien Hödlgasse""}","{""primary"":""retail""}",0.77,"[""http://bauhaus.at/""]",,,"[""0186943910""]",,"[{""freeform"":""Hödlgasse 10"",""locality"":""Wien"",""postcode"":""1230"",""region"":""Vienna"",""country"":""AT""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4d317f5c2c76a143fe0866c7"",""update_time"":""2024-05-20T00:00:00.000"",""confidence"":1.0}]","{""primary"":""BAUHAUS"",""common"":{},""rules"":[]}","{""primary"":""Retail > Hardware Store"",""alternate"":[]}",1.0,"[""https://www.bauhaus.at""]","[null,null,null]",[null],"[""01 869439186090""]","{""wikidata"":"""",""names"":{""primary"":""BAUHAUS"",""common"":{},""rules"":[]}}","[{""freeform"":""Hödlgasse 10"",""locality"":""Wien"",""region"":""Wien"",""country"":""AT"",""postcode"":""1230""}]",,,,,,,,,,,,,,,
08f64a4ba092672503433c3f96046607,57873540498ec9461e2db854,"[{""property"":"""",""dataset"":""meta"",""record_id"":""1519658681593938"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.2868663594470046}]","{""primary"":""ลานวรรณสมิต""}","{""primary"":""attractions_and_activities""}",0.28686635944700467,,"[""https://www.facebook.com/1519658681593938""]",,,,"[{""freeform"":""ศูนย์การกำลังสำรอง"",""country"":""TH""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""57873540498ec9461e2db854"",""update_time"":""2024-02-07T00:00:00.000"",""confidence"":1.0}]","{""primary"":""ลานวรรณสมิต"",""common"":{},""rules"":[]}","{""primary"":""Landmarks and Outdoors > Field"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],[null],"{""wikidata"":"""",""names"":{""primary"":""ลานวรรณสมิต"",""common"":{},""rules"":[]}}","[{""freeform"":""ศูนย์การกำลังสำรอง วิภาวดี"",""locality"":""วิภาวดี"",""region"":""Bangkom"",""country"":""TH""}]",,,,,,,,,,,,,,,
08f2a1001299846e0365e336fd67ea1f,1970324838754047,"[{""property"":"""",""dataset"":""meta"",""record_id"":""416435538548703"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1970324838754047"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849863820754"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899913011273"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""The Children's Place""}","{""primary"":""children's_clothing_store"",""alternate"":[""clothing_store""]}",0.9962614185921548,"[""http://www.childrensplace.com""]","[""https://www.facebook.com/416435538548703""]",,"[""+17186521860""]","{""names"":{""primary"":""The Children's Place""}}","[{""freeform"":""3451 Jerome Ave"",""locality"":""New York"",""postcode"":""10467-1049"",""region"":""NY"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1970324838754047"",""update_time"":""2018-08-28T17:52:18.383"",""confidence"":0.77}]","{""primary"":""The Children's Place""}","{""primary"":""children's_clothing_store"",""alternate"":[""clothing_store"",""retail""]}",0.77,"[""https://www.childrensplace.com/us/store/jeromeavenue-bronx-NY-114402""]",,,"[""7186521860""]","{""names"":{}}","[{""freeform"":""3451 Jerome Ave"",""locality"":""Bronx"",""region"":""NY"",""country"":""US"",""postcode"":""10467""}]",,,,,,,,,,,,,,,
08f2a10af6490232035733f1aacdac0c,1970324839483875,"[{""property"":"""",""dataset"":""meta"",""record_id"":""108318423939283"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""281474978869879"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1970324839483875"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Jamprobe Electric LLC""}","{""primary"":""electrician"",""alternate"":[""commercial_industrial"",""contractor""]}",0.9696941176470588,"[""http://Jamprobeelectric.com/""]","[""https://www.facebook.com/108318423939283""]",,"[""+16316456851""]",,"[{""freeform"":""288 Garibaldi Ave"",""postcode"":""11726"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1970324839483875"",""update_time"":""2021-06-15T18:20:39.36"",""confidence"":0.77}]","{""primary"":""Jamprobe Electric LLC""}","{""primary"":""electrician""}",0.77,"[""http://jamprobeelectric.com/""]",,,"[""6316456851""]","{""names"":{}}","[{""freeform"":""288 Garibaldi Ave"",""locality"":""Copiague"",""region"":""NY"",""country"":""US"",""postcode"":""11726""}]",,,,,,,,,,,,,,,
1125899911666117,1407374885201017,"[{""dataset"":""Microsoft"",""record_id"":""1125899911666117"",""update_time"":""2023-05-10T01:16:23.467"",""confidence"":0.77}]","{""primary"":""Walmart""}","{""primary"":""restaurant""}",0.77,"[""http://www.walmart.com/store/1676-tell-city-in""]",,,"[""8125478434""]","{""names"":{}}","[{""freeform"":""730 US Highway 66 E"",""locality"":""Tell City"",""region"":""IN"",""country"":""US"",""postcode"":""47586""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374885201017"",""update_time"":""2024-12-30T18:52:44.01"",""confidence"":0.77}]","{""primary"":""Walmart Supercenter""}","{""primary"":""department_store"",""alternate"":[""retail""]}",0.77,"[""https://www.walmart.com/store/1676-tell-city-in/""]",,,"[""8125478434""]","{""names"":{}}","[{""freeform"":""730 US Highway 66 E"",""locality"":""Tell City"",""region"":""IN"",""country"":""US"",""postcode"":""47586""}]",,,,,,,,,,,,,,,
08f2aab52140802c0395a9524fcac41d,1407374890601640,"[{""property"":"""",""dataset"":""meta"",""record_id"":""627381970627017"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374890601640"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374888332851"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Liberty Tax""}","{""primary"":""trusts"",""alternate"":[""financial_service"",""accountant""]}",0.9962614185921548,"[""https://www.libertytax.com/12077""]","[""https://www.facebook.com/627381970627017""]",,"[""+15406843314""]","{""names"":{""primary"":""Liberty Tax""}}","[{""freeform"":""3801 Plank Rd"",""locality"":""Fredericksburg"",""postcode"":""22407-7124"",""region"":""VA"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374890601640"",""update_time"":""2023-10-10T04:15:57.163"",""confidence"":0.77}]","{""primary"":""Liberty Tax""}","{""primary"":""tax_services"",""alternate"":[""tax_office""]}",0.77,"[""https://www.libertytax.com/12077""]",,,"[""5406843314""]","{""names"":{}}","[{""freeform"":""3801 Plank Rd Ste B"",""locality"":""Fredericksburg"",""region"":""VA"",""country"":""US"",""postcode"":""22407""}]",,,,,,,,,,,,,,,
562949958207347,562949965558668,"[{""dataset"":""Microsoft"",""record_id"":""562949958207347"",""update_time"":""2021-02-04T15:53:08.143"",""confidence"":0.77}]","{""primary"":""Miller's Ale House - Tampa Airport""}","{""primary"":""sports_bar"",""alternate"":[""desserts"",""bar"",""seafood_restaurant"",""steakhouse"",""restaurant""]}",0.77,"[""""]",,,"[""8133302175""]","{""names"":{}}","[{""freeform"":""3860 West Columbus Drive, Tampa Airport"",""locality"":""Tampa"",""region"":""FL"",""country"":""US"",""postcode"":""33607""}]","[{""dataset"":""Microsoft"",""record_id"":""562949965558668"",""update_time"":""2024-12-27T14:38:04.26"",""confidence"":0.77}]","{""primary"":""Miller's Ale House""}","{""primary"":""sports_bar"",""alternate"":[""desserts"",""bar"",""seafood_restaurant"",""steakhouse"",""restaurant""]}",0.77,"[""https://millersalehouse.com/locations/tampa/?utm_source=extnet&utm_medium=organic""]",,,"[""8133302175""]","{""names"":{}}","[{""freeform"":""3860 W Columbus Dr"",""locality"":""Tampa"",""region"":""FL"",""country"":""US"",""postcode"":""33607""}]",,,,,,,,,,,,,,,
08f4983ca438bc5b033bac5a072fa3cd,59cd93afdd70c57e96adb34f,"[{""property"":"""",""dataset"":""meta"",""record_id"":""282227038898813"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9645127118644068}]","{""primary"":""Vape Haus Queretaro""}","{""primary"":""e_cigarette_store"",""alternate"":[""health_and_medical"",""medical_service_organizations""]}",0.9645127118644068,"[""http://www.vapehausmx.com/""]","[""https://www.facebook.com/282227038898813""]",,"[""+524425612935""]",,"[{""freeform"":""Calle Salvador Galván 47"",""locality"":""Santiago de Querétaro"",""postcode"":""76154"",""country"":""MX""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""59cd93afdd70c57e96adb34f"",""update_time"":""2020-11-23T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Vape Haus"",""common"":{},""rules"":[]}","{""primary"":""Retail > Vape Store"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],[null],"{""wikidata"":"""",""names"":{""primary"":""Vape Haus"",""common"":{},""rules"":[]}}","[{""freeform"":""Salvador Galván 20"",""locality"":""Santiago de Querétaro"",""region"":""Querétaro"",""country"":""MX"",""postcode"":""76154""}]",,,,,,,,,,,,,,,
08f64a090e19a48203f58e9c92720d04,56628a28498eb2bfadf547e0,"[{""property"":"""",""dataset"":""meta"",""record_id"":""190239094653846"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.48103896103896104}]","{""primary"":""สวนอาหารบ้านตะวันแดง""}","{""primary"":""restaurant"",""alternate"":[""thai_restaurant"",""asian_restaurant""]}",0.48103896103896104,,"[""https://www.facebook.com/190239094653846""]",,,,"[{""country"":""TH""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""56628a28498eb2bfadf547e0"",""update_time"":""2023-06-14T00:00:00.000"",""confidence"":1.0}]","{""primary"":""สวนอาหารบ้านตะวันแดง (Baan Tawundang Resturant)"",""common"":{},""rules"":[]}","{""primary"":""Dining and Drinking > Restaurant"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],[null],"{""wikidata"":"""",""names"":{""primary"":""สวนอาหารบ้านตะวันแดง (Baan Tawundang Resturant)"",""common"":{},""rules"":[]}}","[{""country"":""TH""}]",,,,,,,,,,,,,,,
1125899912289624,1125899912732632,"[{""dataset"":""Microsoft"",""record_id"":""1125899912289624"",""update_time"":""2024-06-18T23:18:51.99"",""confidence"":0.77}]","{""primary"":""Universal Roofing & Exteriors""}","{""primary"":""roofing"",""alternate"":[""siding"",""ceiling_and_roofing_repair_and_service""]}",0.77,"[""https://www.universalrfg.com/""]",,,"[""4632413927""]","{""names"":{}}","[{""freeform"":""5530 W 84th St"",""locality"":""Indianapolis"",""region"":""IN"",""country"":""US"",""postcode"":""46268""}]","[{""dataset"":""Microsoft"",""record_id"":""1125899912732632"",""update_time"":""2024-11-19T01:59:31.277"",""confidence"":0.77}]","{""primary"":""Universal Roofing & Exteriors""}","{""primary"":""roofing"",""alternate"":[""siding"",""ceiling_and_roofing_repair_and_service""]}",0.77,"[""https://universalrfg.com/""]",,,"[""3172570779""]","{""names"":{}}","[{""freeform"":""5530 W 84th St"",""locality"":""Indianapolis"",""region"":""IN"",""country"":""US"",""postcode"":""46268""}]",,,,,,,,,,,,,,,
08f8c100e5135acc0320b9849219dda3,4cac53bf44a8224b6f2e3240,"[{""property"":"""",""dataset"":""meta"",""record_id"":""758049914244880"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.7927927927927928}]","{""primary"":""TerasCorner""}","{""primary"":""cafe"",""alternate"":[""indonesian_restaurant"",""fast_food_restaurant""]}",0.7927927927927928,,"[""https://www.facebook.com/758049914244880""]",,"[""+62251123456""]",,"[{""freeform"":""@BTM"",""locality"":""Bogor"",""postcode"":""16122"",""country"":""ID""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4cac53bf44a8224b6f2e3240"",""update_time"":""2024-07-15T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Teras Corner"",""common"":{},""rules"":[]}","{""primary"":""Arts and Entertainment > Arcade"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],[null],"{""wikidata"":"""",""names"":{""primary"":""Teras Corner"",""common"":{},""rules"":[]}}","[{""freeform"":""@BTM"",""locality"":""Bogor"",""region"":""West Java"",""country"":""ID""}]",,,,,,,,,,,,,,,
08f264626394cd4b030ac3f573c76061,4ca4f68af47ea1434edd5221,"[{""property"":"""",""dataset"":""Microsoft"",""record_id"":""1125899911334588"",""update_time"":""2024-12-31T00:52:32.423Z"",""confidence"":0.77}]","{""primary"":""Bank of America ATM""}","{""primary"":""online_shop"",""alternate"":[""bank_credit_union"",""atms"",""retail""]}",0.77,"[""https://locators.bankofamerica.com/mo/richmondheights/atm-richmond-heights-108052.html""]",,,"[""8444018500""]",,"[{""freeform"":""6646 Clayton Rd"",""locality"":""Richmond Heights"",""postcode"":""63117"",""region"":""MO"",""country"":""US""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4ca4f68af47ea1434edd5221"",""update_time"":""2024-05-22T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Bank Of America ATM Center"",""common"":{},""rules"":[]}","{""primary"":""Retail > Miscellaneous Store"",""alternate"":[]}",1.0,"[""http://www.bankofamerica.com""]","[null,null,null]",[null],"[""(800) 432-1000""]","{""wikidata"":"""",""names"":{""primary"":""Bank Of America ATM Center"",""common"":{},""rules"":[]}}","[{""freeform"":""6646 Clayton Rd"",""locality"":""Saint Louis"",""region"":""MO"",""country"":""US"",""postcode"":""63117""}]",,,,,,,,,,,,,,,
